Functional/Technical,,,,,,,,,,,,
POST RETIREMENT PLANNING,,,,,,,,,,,,
Investment Planning,,,,,,,,,,,,
-,,,,,,,,,,,,
Management,,,,,,,,,,,,
TQM,,,,,,,,,,,,
1.advance management training.2.Vigilance  workshop.,,,,,,,,,,,,
Training on contracts & finance,,,,,,,,,,,,
Planning for superannuation,,,,,,,,,,,,
Planning for superannuation,,,,,,,,,,,,
GepNIC,,,,,,,,,,,,
Healthy mind in a Healthy Body,,,,,,,,,,,,
"Training of ESS,   Finance & Non Finance",,,,,,,,,,,,
"Training of ESS,   Finance & Non Finance",,,,,,,,,,,,
computer training,,,,,,,,,,,,
Personality Development,,,,,,,,,,,,
"Superannuation planning, finance for non-finance, executive development programme, manegerial skills development, labour laws.",,,,,,,,,,,,
none,,,,,,,,,,,,
"training on advanced ultra super critical power plant manufacturer site,",,,,,,,,,,,,
RETIREMENT PLANNING,,,,,,,,,,,,
Advance Management Practices.,,,,,,,,,,,,
Advance Management Practices.,,,,,,,,,,,,
Planning of Solar Business Development  & its Strategies,,,,,,,,,,,,
QUALITY MODULE IN ERPPROJECT MANAGEMENT,,,,,,,,,,,,
"R&R, CSR & Sustainability",,,,,,,,,,,,
Management development training,,,,,,,,,,,,
01.Legal Law & Company Act.02.Vigilance,,,,,,,,,,,,
Planing for Super Annuation,,,,,,,,,,,,
"1. Protection & relaying, HT/LT switchgear2. Energy Efficient (LED) Lighting System",,,,,,,,,,,,
Communication skill training,,,,,,,,,,,,
TRAINING ON DESIGNING OF SOLAR POWER PLANT,,,,,,,,,,,,
TRAINING ON DESIGNING OF SOLAR POWER PLANT,,,,,,,,,,,,
Legal Aspects of Contract,,,,,,,,,,,,
Health related and advance pc etc.,,,,,,,,,,,,
"Advanced MS Word, Xcel and Power Point related training may please be provided.",,,,,,,,,,,,
Training as per requirement.,,,,,,,,,,,,
Power plant commercial aspects,,,,,,,,,,,,
NIL,,,,,,,,,,,,
#NAME?,,,,,,,,,,,,
Planning for Superannuation,,,,,,,,,,,,
1) Incidence investigation.2) Acts and statutory provisions about safety and practicing safety.3) Job risk analysis and risk mitigation measures.4) Hazard identification and risk analysis.,,,,,,,,,,,,
General Management,,,,,,,,,,,,
General Management,,,,,,,,,,,,
Information Technology,,,,,,,,,,,,
conference of indian library association,,,,,,,,,,,,
conference of indian library association,,,,,,,,,,,,
conference of indian library association,,,,,,,,,,,,
7.1,,,,,,,,,,,,
PREPARING FOR SUPERANNUATION,,,,,,,,,,,,
1.  Executive foundation course2.  Health Management related course3.  Computer proficiency programme,,,,,,,,,,,,
Work Life Balance,,,,,,,,,,,,
Improving Communication Skills,,,,,,,,,,,,
NIL,,,,,,,,,,,,
Integration of RenewablesStorage Technologies,,,,,,,,,,,,
1) renewable Integration challenges2) Renewable Technologies3) Empowering Innovation,,,,,,,,,,,,
1.  Training on Smart grid.2.  Training on RE & ITS SEAMLESS INTEGRATION WITH GRID SYSTEM3. Training on leadership,,,,,,,,,,,,
1. Flexible operation of coal stations.2.. Integration of Renewable Energy in the grid.3.Smart Grid,,,,,,,,,,,,
1. Driving digital strategies2. Strategy building & sustaining competitive advantages,,,,,,,,,,,,
Advance mgmt. coursetraining on ultra super critical tech.,,,,,,,,,,,,
Advance mgmt. coursetraining on ultra super critical tech.,,,,,,,,,,,,
Advance mgmt. coursetraining on ultra super critical tech.,,,,,,,,,,,,
Advanced management development program meClimate changes issues and mitigation plan to achieve desired targets.,,,,,,,,,,,,
Effective Resource management,,,,,,,,,,,,
LeadershipCost ControlRenewable energy,,,,,,,,,,,,
Simulator Training on 660 MW  Simulator,,,,,,,,,,,,
Advanced Managerial Training,,,,,,,,,,,,
Managerial effectivenessNew TechnologiesInnovation,,,,,,,,,,,,
Training on renewable energy,,,,,,,,,,,,
Superannuation planning.,,,,,,,,,,,,
Organization Culture and Change Management.,,,,,,,,,,,,
Training on decision making,,,,,,,,,,,,
HT/LT panelsDG setStress management,,,,,,,,,,,,
HT/LT panelsDG setStress management,,,,,,,,,,,,
Financing Power Project.Commercial aspects of Power generation in new regulatory regime.Strategic cost management.,,,,,,,,,,,,
Leadership development at administrative staff college Hyderabad,,,,,,,,,,,,
Managerial Effectiveness and communication,,,,,,,,,,,,
I want to acquaint myself through Delhi Productivity/PMI/NPC & other imparting outside training agencies  so as to face new challenges in the job and business environment for achieving organizational skills so as to fulfill the ICOMMIT  objectives of,,,,,,,,,,,,
1) Commercial for non-commercial executives 2) Management of big Wind Farms and load control.,,,,,,,,,,,,
General training on higher management,,,,,,,,,,,,
TRAINING ON ATTITUDE FOR EXCELLENCE,,,,,,,,,,,,
Management Development Programme,,,,,,,,,,,,
Administrative Staff  College (ASCI) at Hyderabad.,,,,,,,,,,,,
"Superannuation planning, Finance and Non Finance",,,,,,,,,,,,
"Superannuation planning, Finance and Non Finance",,,,,,,,,,,,
"Superannuation planning, Finance and Non FinanceCSR RELATED",,,,,,,,,,,,
MICROSOFT EXCEL ADVANCE,,,,,,,,,,,,
Training for time management and IT Tools,,,,,,,,,,,,
Trainings are to be done as per requirements,,,,,,,,,,,,
Trainings are to be done as per requirements,,,,,,,,,,,,
Trainings are to be done as per requirements,,,,,,,,,,,,
1) PR & RTI2) Vigilance3) Adv.Mgmt-ASCI-Hyd,,,,,,,,,,,,
Advance Management ProgramStrategic analysis for competitive advantage,,,,,,,,,,,,
1 Advance Management Program2 Strategic analysis for competitive advantage3 Decision Making & Change Management,,,,,,,,,,,,
Training on human behavior,,,,,,,,,,,,
New Technology like FGD DeNox System for implementing new norms of Environment,,,,,,,,,,,,
"External Residential Training needs in the area of ""Stress Management for better Work Life""",,,,,,,,,,,,
Strategic Management and Planning,,,,,,,,,,,,
Strategic Management and Planning,,,,,,,,,,,,
1. MS OFFICE2.STRESS MANAGEMENT3. Retirement Planning,,,,,,,,,,,,
1. MS OFFICE2.STRESS MANAGEMENT3. Retirement Planning,,,,,,,,,,,,
1. MS OFFICE2.STRESS MANAGEMENT3. Retirement Planning,,,,,,,,,,,,
1. MS OFFICE2.STRESS MANAGEMENT3. Retirement Planning,,,,,,,,,,,,
1. MS OFFICE2.STRESS MANAGEMENT3. Retirement Planning,,,,,,,,,,,,
Training as per requirement.,,,,,,,,,,,,
TIME MANAGEMENT,,,,,,,,,,,,
Retirement planningCSR,,,,,,,,,,,,
Training in Energy Scenario Building,,,,,,,,,,,,
"Training  in BE, Environment, Commercial with focus on Power Plant",,,,,,,,,,,,
"Training  in BE, Environment, Commercial with focus on Power Plant",,,,,,,,,,,,
1.Personal Effectiveness - 3 days Attended2. Stress Management - 3 days,,,,,,,,,,,,
LEADERSHIP QUALITIES,,,,,,,,,,,,
"Stress Management, Related to Health",,,,,,,,,,,,
contracting with foreign vendors,,,,,,,,,,,,
1. Training/teaching/coaching skills,,,,,,,,,,,,
1) Membrane Technology for Desalination2) Finance Management3) Safety trainings,,,,,,,,,,,,
International Exposure & training on various emerging issues in changed scanrio pertaining to Environmental Compliances and leadership management,,,,,,,,,,,,
Training on Ultra super technology chemistry.,,,,,,,,,,,,
"Waste water treatment Technologies., Practical on site visit to MBR,MBBR Technology plant. Solid Waste Management Plant Visit. Waste to Energy Plant Visit.",,,,,,,,,,,,
"DoP, Contracting  & Financial Processes",,,,,,,,,,,,
"DoP, Contracting  & Financial Processes",,,,,,,,,,,,
1. Advance /New technologies in water treatment.2. Health related programs.,,,,,,,,,,,,
Training on Life Balance ActivitiesOutside training for exposure,,,,,,,,,,,,
1. Training in reduction in execution time in Solar Power Projects2. Training in installation of Solar Power Projects on Water Bodies,,,,,,,,,,,,
"Retirement Planning, Envt. & Safety Related Prg.",,,,,,,,,,,,
"Retirement Planning, Envt. & Safety Related Prg.",,,,,,,,,,,,
cloud technology,,,,,,,,,,,,
1. Financing Power Project2. Seven habits of highly effective people3. Advanced MS-Excel,,,,,,,,,,,,
Training as per requirements,,,,,,,,,,,,
Advanced Financial Management,,,,,,,,,,,,
GST,,,,,,,,,,,,
Training on IND AS with more details relating to the Work Area,,,,,,,,,,,,
Hindi Software Training and Vigilance related Training and Training w.r.t self development spiritually,,,,,,,,,,,,
CII BUSINESS EXCELLENCE TRAINING,,,,,,,,,,,,
1. Event Management & Org. Events2. ERP MM for End User,,,,,,,,,,,,
Understanding Vigilance Mechanism,,,,,,,,,,,,
COMPENTENCY IN LANGUAGE AND MIS EXCEL,,,,,,,,,,,,
Training as per requirement.,,,,,,,,,,,,
e-learning.,,,,,,,,,,,,
Training on SAP,,,,,,,,,,,,
Training on SAP,,,,,,,,,,,,
1. Latest trends in improving Power Plant performance  and reducing cost of generation.2. Managerial effectiveness in decision making in the changing scenario of Power Demand,,,,,,,,,,,,
Training on post retirement activity and work life balance.,,,,,,,,,,,,
Public Speaking,,,,,,,,,,,,
Tariff & Regulatory affairs,,,,,,,,,,,,
THE AREA OF NON RENEWABLE ENERGY AND ASH UTILISATION INCLUDING CEMENT PLANT,,,,,,,,,,,,
Training on GST,,,,,,,,,,,,
Project Management,,,,,,,,,,,,
Understanding financial parameters and balance sheet,,,,,,,,,,,,
Balance sheet and business appraisal,,,,,,,,,,,,
Training in the areas of recent developments of Power sector Management.,,,,,,,,,,,,
Strategic Management and Balance Scorecard,,,,,,,,,,,,
