1.tariffs for Non-conventional energy sector in India.2.Project Execution of Non-conventional power project.3.Work life balance during project execution.,,,,,,,,,,,,
Solar & Wind Power generationNuclear Power generationFuture of Coal Power generation in India,,,,,,,,,,,,
"TESTING OF SWITCHGEARS , MOTORS AT CPRI BANGALORE, EREDA BARODA . SWGR DIV BHOPAL",,,,,,,,,,,,
ArbitrationSettlement of disputesContractual lawstaxation,,,,,,,,,,,,
1.Training on Business  Negotiations2.Vigilance policies and guidelines3 Finance for non Finance4. Over view on GST5. Reverse auction metod,,,,,,,,,,,,
Safety training.,,,,,,,,,,,,
Stress management,,,,,,,,,,,,
ANY MANAGEMENT COURSE,,,,,,,,,,,,
Training related to enhancing Managerial Capability,,,,,,,,,,,,
Return on Training Investment,,,,,,,,,,,,
Advanced management training,,,,,,,,,,,,
"Training in Power System Analysis, Stability, Protection.Hands on training on major manufacturers system.",,,,,,,,,,,,
Leadership  effectiveness enhancement,,,,,,,,,,,,
MANEGERICAL EFFECTIVENESSDEVELOPING EFFECTIVE WORK TEAMS,,,,,,,,,,,,
"advance management trainin g,",,,,,,,,,,,,
Executiv Development Programme,,,,,,,,,,,,
CERTIFIED LEAD AUDITOR COURSE IN ISO 9001:2015,,,,,,,,,,,,
Hydro Projects.,,,,,,,,,,,,
Energy Management SystemEnergy Efficiency & AuditsMIS / Das Board / ERMSBusiness Excellence Assessment,,,,,,,,,,,,
solar power generation,,,,,,,,,,,,
"Finance for non-finance, Management development programme, Labour laws related program.",,,,,,,,,,,,
foreign trg .,,,,,,,,,,,,
Training related to R&R,,,,,,,,,,,,
Training in advance management,,,,,,,,,,,,
TRAINING ON DISTRIBUTION SECTOR,,,,,,,,,,,,
Project Management related,,,,,,,,,,,,
Training related to management,,,,,,,,,,,,
"Pre retirement training, Finance for non finance, Executive development program, Leadership development & strategy management.",,,,,,,,,,,,
To understand the latest trends & apply in day to day functions.,,,,,,,,,,,,
SAP FINANCIAL,,,,,,,,,,,,
As per Trg. Calender.,,,,,,,,,,,,
training for stress  management,,,,,,,,,,,,
"Learning on subject like Contract & Materials, Commercial & Vigilance etc",,,,,,,,,,,,
"Time Management, Finance for Non-finance etc.",,,,,,,,,,,,
1) Super critical boiler chemistry2) Coal testing and related issues3)Pollution related issues w.r.t power plant4) CPU and related aspects5) Finance issues for retiring persons6) Health issues,,,,,,,,,,,,
General Management Programme,,,,,,,,,,,,
Training on Happyness,,,,,,,,,,,,
Job Risk Analysis and Risk Mitigation measures,,,,,,,,,,,,
Management course,,,,,,,,,,,,
Adventures in attitude,,,,,,,,,,,,
NABL training at  Hyderabad Staff Engineering College.,,,,,,,,,,,,
Training programme as per Department's requirement.,,,,,,,,,,,,
Training programme as per Department's requirement.,,,,,,,,,,,,
Training programme as per Department's requirement.,,,,,,,,,,,,
Training programme as per Department's requirement.,,,,,,,,,,,,
Training programme as per Department's requirement.,,,,,,,,,,,,
Training programme as per Department's requirement.,,,,,,,,,,,,
Training programme as per Department's requirement.,,,,,,,,,,,,
Fro commercialisation of NETRA activities,,,,,,,,,,,,
Time Management,,,,,,,,,,,,
Solar Power Generation,,,,,,,,,,,,
Renewable (Solar and Wind) Power TechnologiesIT Applications,,,,,,,,,,,,
01. Customer Focus & CRM 02. Knowledge Management,,,,,,,,,,,,
RELATED TO LEADESHIP & STRATEGIC MANAGEMENT,,,,,,,,,,,,
RELATED TO STRATEGIC MANAGMENT & LEADERSHIP,,,,,,,,,,,,
Envirnment related,,,,,,,,,,,,
Finance for non finance,,,,,,,,,,,,
"OEM WORKS, OTHER FOREIGN TRAINING",,,,,,,,,,,,
How to develop lateral thinking skill alongwith creativity & innovation,,,,,,,,,,,,
New and Renewable Energy System,,,,,,,,,,,,
International Business in developing countries,,,,,,,,,,,,
1. Water Shed Management2. Sustainable development,,,,,,,,,,,,
"1.Integrated Material managementIT-MS Office, Networking & IT security",,,,,,,,,,,,
"1.Integrated Material managementIT-MS Office, Networking & IT security",,,,,,,,,,,,
"1.Integrated Material managementIT-MS Office, Networking & IT security",,,,,,,,,,,,
"1.Integrated Material managementIT-MS Office, Networking & IT security",,,,,,,,,,,,
Enhancement of Managerial  Competency -A Developmental  Program for AGMs,,,,,,,,,,,,
Welding Inspection and UT,,,,,,,,,,,,
Welding Inspection and UT,,,,,,,,,,,,
training on new strategies  and business opportunites,,,,,,,,,,,,
Enhanced awareness about the environmental issues,,,,,,,,,,,,
Training on Railway logistics,,,,,,,,,,,,
managing changes and challenges to NTPC,,,,,,,,,,,,
Capsule course in BASIS,,,,,,,,,,,,
Advances in Energy Trading,,,,,,,,,,,,
Training at foreign manufacturing works - Generator.,,,,,,,,,,,,
Advanced management training courses.,,,,,,,,,,,,
Training of Railway logistics,,,,,,,,,,,,
Advance training on ERP -MM module.,,,,,,,,,,,,
"assessor training  for business excellant.solar project regardingInvestment management in todays scenerio ,post retirement",,,,,,,,,,,,
Understanding Vigilance Mechanism,,,,,,,,,,,,
"Foreign Exposer of Environment Management, specially EU and USA",,,,,,,,,,,,
Solar &wind power generation,,,,,,,,,,,,
1. Developments in non-conventional energy.2. Management training on latest management techniques,,,,,,,,,,,,
issues of power plants construction / operating under international JV,,,,,,,,,,,,
foreign language;  mandarin/ spanish,,,,,,,,,,,,
Post retirement planningStress free life in modern era,,,,,,,,,,,,
Trg.from 20.3.17 to 22.3.17 at PMI on cyber security & infrastructure.,,,,,,,,,,,,
,,,,,,,,,,,,
job related,,,,,,,,,,,,
Management EffectivenessCoal Scenarion in country,,,,,,,,,,,,
Training in advanced management,,,,,,,,,,,,
advance technology in gas turbine,,,,,,,,,,,,
Retirement and Investment Training.,,,,,,,,,,,,
"yoga, Tax Planning & Management, Healthy Mind in a Healthy Body",,,,,,,,,,,,
"yoga, Tax Planning & Management, Healthy Mind in a Healthy Body",,,,,,,,,,,,
"yoga, Tax Planning & Management, Healthy Mind in a Healthy Body",,,,,,,,,,,,
Training as per Job Code,,,,,,,,,,,,
Training as per Job Code,,,,,,,,,,,,
Regulatory and commercials aspects,,,,,,,,,,,,
PLANNING FOR RETIREMENT,,,,,,,,,,,,
Awareness of Relevant Acts applicable to Safety,,,,,,,,,,,,
Strategic Management area,,,,,,,,,,,,
STRATEGIC MANAGEMENT.,,,,,,,,,,,,
0,,,,,,,,,,,,
Advance training on Excel,,,,,,,,,,,,
RENEWABLE ENERGY,,,,,,,,,,,,
Leadership for change management,,,,,,,,,,,,
advanced ms excel programming,,,,,,,,,,,,
Training as per requirement,,,,,,,,,,,,
Training related to disciplinary process,,,,,,,,,,,,
1.MS-Excel2. Stress Management,,,,,,,,,,,,
Training in the areas like Personality development / Meditation / Health improvement.,,,,,,,,,,,,
Financial Mgt,,,,,,,,,,,,
Training for MS excel,,,,,,,,,,,,
Training on Advance SAP FI Module,,,,,,,,,,,,
Training on Advance SAP FI Module,,,,,,,,,,,,
"training required in GST and latest commercial laws ,IND AS",,,,,,,,,,,,
Training for Ind As,,,,,,,,,,,,
EXCEL DASHBOARD AND MS WORDS,,,,,,,,,,,,
Training on Safety management,,,,,,,,,,,,
INTERNATIONAL EXPOSURE,,,,,,,,,,,,
STRATEGIC THINKINGFINANCIAL MANAGEMENT,,,,,,,,,,,,
1. Global Best practices on Thermal Plant Efficiency2.Training on Flexible operation of Thermal plant,,,,,,,,,,,,
Smart grid implementation-indian power sectorRenewable energy initiatives.,,,,,,,,,,,,
Power sector scenario,,,,,,,,,,,,
Safety Management,,,,,,,,,,,,
Generator and Excitation System,,,,,,,,,,,,
Training on Numerial protection,,,,,,,,,,,,
Advanced management.,,,,,,,,,,,,
Study tour to best managed power industries in India and abroad,,,,,,,,,,,,
training to power plants abroad for adopting their best practices.,,,,,,,,,,,,
Training in field of manegerial  competence,,,,,,,,,,,,
ADVANCEMENT RENEWABLE ENERGY,,,,,,,,,,,,
financ for non finance,,,,,,,,,,,,
Customer training for CHP package of TANDA2.,,,,,,,,,,,,
1.Renewable and solar power2.Waste Management,,,,,,,,,,,,
Financial Management,,,,,,,,,,,,
Financial and commercial aspect of power plant.,,,,,,,,,,,,
(1) Leadership Skills(2) Emotional Intelligence for Managerial effictiveness,,,,,,,,,,,,
ESP IMPROVEMENT PROGRAMMEFACTORS AFFECTING ESP PERFORMANCE,,,,,,,,,,,,
TRAINING IN COMMERCIAL ASPECT OF RUNNING ORGANISATION,,,,,,,,,,,,
TRAINING IN COMMERCIAL ASPECT OF RUNNING ORGANISATION,,,,,,,,,,,,
commercial obligations and tariff,,,,,,,,,,,,
"1. Advance foreign training in the  area of management and state of the art O&M practices, new technology in large size super critical units.2. Training /Workshop in foreign utilities in the area of flexible operation & maintenance due to addition of",,,,,,,,,,,,
SOLAR BUSINESS EXPANSION,,,,,,,,,,,,
(1) Latest developments in the field of Contracts Management.(2) Financial Management(3) Effective Leadership Techniques.,,,,,,,,,,,,
1. Advanced Management Programs2. Visit to Top Power Generating Company Station in the World,,,,,,,,,,,,
Solar Power,,,,,,,,,,,,
Leadership & Strategic Management,,,,,,,,,,,,
Training in UT.,,,,,,,,,,,,
GIS 400 KV/765 KV,,,,,,,,,,,,
1. Trg on Organizational change2. Trg. on Financial management,,,,,,,,,,,,
External training on modern O&M practices at world class power station outside India.,,,,,,,,,,,,
Advance mettalurgical aspects for Turbine,,,,,,,,,,,,
Training required on Managerial Effectiveness,,,,,,,,,,,,
1. Training in new technology related to energy sector.2. Finance training.,,,,,,,,,,,,
1. Training in new technology related to energy sector.2. Finance training.,,,,,,,,,,,,
1. Training in new technology related to energy sector.2. Finance training.,,,,,,,,,,,,
SMART GRIDRLA STUDIES,,,,,,,,,,,,
Higher Management Training,,,,,,,,,,,,
any foreign training,,,,,,,,,,,,
Operational and Commercial issues of Solar PV Plants,,,,,,,,,,,,
Training on HR compliances,,,,,,,,,,,,
Training on HR compliances,,,,,,,,,,,,
TRAINING IN CSRTRAINING IN R&RTRAINING IN WELFARE,,,,,,,,,,,,
"1) Leadership Skill- Emotional Competence,2) Hazard Identification & Risk Analysis'3) Incidence Investigation'4) Acts & Statutory Provisions about Safety And Practicing Safety.",,,,,,,,,,,,
"RT LEVEL  III AT WRI,TRICHYPOST HEAT TREATMENT  IN WELDING PROCESSCATHODIC PROTECTION IN POWER INDUSTRY",,,,,,,,,,,,
 Advance  Competency   Management  Trg,,,,,,,,,,,,
DESIGN & MAINTENANCE OF MATERIAL HANDLING SYSTEM,,,,,,,,,,,,
None,,,,,,,,,,,,
Behavioural SafetySafety in MaintenanceCost reduction in Power Generation,,,,,,,,,,,,
Training on MS & Excel,,,,,,,,,,,,
Training on Goods and Services tax (GST),,,,,,,,,,,,
Business ethics in dynamic environment and corporate governance,,,,,,,,,,,,
"water system,Boiler tube failure",,,,,,,,,,,,
Management TQM,,,,,,,,,,,,
NDT at PMI,,,,,,,,,,,,
"finance, accounts, commercial",,,,,,,,,,,,
Leadership Training,,,,,,,,,,,,
spirituality and stress managment,,,,,,,,,,,,
ADVANCE IT & YOGA TRAINING ARE REQUIRED,,,,,,,,,,,,
ADVANCE IT & YOGA TRAINING ARE REQUIRED,,,,,,,,,,,,
Yuga and advance IT knowledge.,,,,,,,,,,,,
SAP training,,,,,,,,,,,,
Management - Business Excellence,,,,,,,,,,,,
Contracts & MaterialCommercial,,,,,,,,,,,,
Requred Advance Traning in Excel.,,,,,,,,,,,,
Training on Latest technology of Solar PV & Wind Projects,,,,,,,,,,,,
Application of PEPSE software,,,,,,,,,,,,
IEC 61850 & SUB STATION AUTOMATION SYSTEM,,,,,,,,,,,,
Work life balance,,,,,,,,,,,,
TRAINING IN MANAGERIAL EFFECTIVENESS,,,,,,,,,,,,
optimization of coal supplies for Reduction of Energy Charges,,,,,,,,,,,,
Advance training on Safety,,,,,,,,,,,,
Advance training on Safety,,,,,,,,,,,,
Training on Renewable energy sources like solar and wind power plant,,,,,,,,,,,,
MANAGEMENT TRAINING,,,,,,,,,,,,
Financial for Non Financial Managers,,,,,,,,,,,,
Financial for Non Financial Managers,,,,,,,,,,,,
NDT,,,,,,,,,,,,
Strategic managementWelding & NDT,,,,,,,,,,,,
Training on conflict management,,,,,,,,,,,,
Training of  safety aspects in  Industrial life and hazardous material.Communication skill,,,,,,,,,,,,
financial planningselection of solar project site,,,,,,,,,,,,
*International workshop on Asset Managements.*Recent trends for life extension and Efficiency improvement of Old Power Stations.* Building a sustainable Competitive Advantage.,,,,,,,,,,,,
power transformer and power system protection. IT and management related training.,,,,,,,,,,,,
Advance trg on SAP & maint module,,,,,,,,,,,,
Economics & Accountancy for EngineersBusiness studiesNon-conventional energy sources,,,,,,,,,,,,
Advanced management Training in managerial Effectiveness,,,,,,,,,,,,
TRAINING ON ADVANCED MAINTENANCE PRACTICES OF ELECTRICAL EQUIPMENTS.,,,,,,,,,,,,
TRAINING ON HIGHER MANAGEMENT,,,,,,,,,,,,
Effective Management Control,,,,,,,,,,,,
LeadershipElectricity Distribution sector reforms,,,,,,,,,,,,
Implementing safety through design and specificationManagerial effectivenessImparting training for multitasking,,,,,,,,,,,,
Leadership Training,,,,,,,,,,,,
Creating Leadership (IIM Raipur)Strategic re-orientation & Organizational Transformation (IIM Ahemdabad),,,,,,,,,,,,
Strategic management and planning.,,,,,,,,,,,,
"1)TRAINING IN FGD,SCR ,Mercury and other emission reduction technologies2)Training in Adv.USC &PRESENTATION AND LATEST DEVELOPMENT ABOUT METALLURGY AND AUSC technology3)Training in CFD4) Training in CDM&CCT",,,,,,,,,,,,
Training in Performance of 800MW/1000MW Boilers Motivation and Stress Management,,,,,,,,,,,,
Training in Performance of 800MW/1000MW Boilers Motivation and Stress Management,,,,,,,,,,,,
1. Ash Dyke  Construction with new technology2.Project Management,,,,,,,,,,,,
Effective Management of Contracts & Procurement,,,,,,,,,,,,
Effective Communication,,,,,,,,,,,,
ORGANISATIONAL KNOWLEDGE BASED TRAINING,,,,,,,,,,,,
Strategic Management.Management of changes.Health through yoga,,,,,,,,,,,,
Training  on advance technology used in project execution in modern power plant including visit at developed countries.,,,,,,,,,,,,
General Management.Finance Management.,,,,,,,,,,,,
General Management.Finance Management.,,,,,,,,,,,,
"trg on safety behavior, process hazard identification and job safety analysis, hazop study",,,,,,,,,,,,
Training in Leadership,,,,,,,,,,,,
Hazard identification and Risk Analysis,,,,,,,,,,,,
commercial trg,,,,,,,,,,,,
Advance management course,,,,,,,,,,,,
Training on New environmental initiatives and corporate governance is required,,,,,,,,,,,,
Training on changing Power scenario,,,,,,,,,,,,
Project Management trainingInnovation in erection sites,,,,,,,,,,,,
ADVANCE COMMERCIAL MAMAGEMENT,,,,,,,,,,,,
Latest developments in Hydro-power,,,,,,,,,,,,
ASNT LEVEL - III COURSE IN NDTLEADERSHIP TRAINING,,,,,,,,,,,,
Training related to general management and new technology.,,,,,,,,,,,,
1. Change management,,,,,,,,,,,,
General Management,,,,,,,,,,,,
Workshop on building world class capability on project management,,,,,,,,,,,,
Future Global Fuel Scenario,,,,,,,,,,,,
"Training on super critical boilers wrt equipment reliability, overall efficiency and water chemical control",,,,,,,,,,,,
1. Training on Project management2. Training on Financial management for non-finance functions,,,,,,,,,,,,
1. Training on Project management2. Training on Financial management for non-finance functions,,,,,,,,,,,,
Training on Project Management,,,,,,,,,,,,
Training on Project Management,,,,,,,,,,,,
contracts management,,,,,,,,,,,,
Required training for technology of 800 MW,,,,,,,,,,,,
1.Acts and statutory provisions about safety2.hazard identification and risk analysis,,,,,,,,,,,,
Advance management,,,,,,,,,,,,
Training in new 660 and 800 MW Turbines.,,,,,,,,,,,,
"TRAINING IN FINANCE AREA , FINANCE MANAGEMENT .",,,,,,,,,,,,
Managerial Training to assume higher responsibilities of GM and and above may be given,,,,,,,,,,,,
Energy Efficiency Improvement of Power plants,,,,,,,,,,,,
LEADERSHIP SKILLSDECELOPMENTS IN POWER SECTOR,,,,,,,,,,,,
Training on M&A,,,,,,,,,,,,
DRY FLY ASH HANDLING SYSTEM TRAINING,,,,,,,,,,,,
Advance Management Programme,,,,,,,,,,,,
Subordinate development and Motivation Empowerment,,,,,,,,,,,,
1. Advanced Management and Administration.2. Solar power from concept to commissioning.3. RTI related national and international level programmes.4 Meditation and Yoga for stress relieving,,,,,,,,,,,,
1. Higher management training in India or abroad2. GST related appreciation programme,,,,,,,,,,,,
1.Training in Operation and Maintenance of Diesel Engines2. Training in S&T systems,,,,,,,,,,,,
Training in new maintenance technologies being adopted in power utilities.,,,,,,,,,,,,
Training in new maintenance technologies being adopted in power utilities.,,,,,,,,,,,,
1.Training at Diesel  locomotive works in O&M of Diesel engine2. Training in S&T system,,,,,,,,,,,,
Nuclear power plant,,,,,,,,,,,,
training in finance/ Contracts related,,,,,,,,,,,,
Training in managerial competency development,,,,,,,,,,,,
"Training on ""Acts & Provisions about Safety & Practicing Safety""",,,,,,,,,,,,
Leading & Managing Change,,,,,,,,,,,,
1. Strategic thinking for new business portfolios2. Funding options for new businesses3. Risk mitigation using business analytics,,,,,,,,,,,,
"Emotional Leadership, Ultra Super Critical Technology",,,,,,,,,,,,
1. Understanding of Vigilance Mechanism.2. General Management3. Leadership development.,,,,,,,,,,,,
training on commercialization,,,,,,,,,,,,
Managing man power using spiritual methods,,,,,,,,,,,,
Catching the rainbows of life,,,,,,,,,,,,
Negotiation Skill,,,,,,,,,,,,
Training in ERP modules and HR areas,,,,,,,,,,,,
"1. MODERN TOOLS & PRACTICES IN PROJECT MANAGEMENT FOR POWER PROJECTS.B. MANAGERIAL / BEHAVIOURAL1. TIME MANAGEMENT2. EMOTIONAL INTELLIGENCE3. BODY, MIND & HEART",,,,,,,,,,,,
PERFORMANCE MODELLING FOR EXCELLANCE,,,,,,,,,,,,
1) Electrical Safety & IE Rules2) Training on Finance,,,,,,,,,,,,
"Broad topics:1) Solar Power systems (PV, Rooftop)- design, economics and business2) Financial analysis for business decision making3) Six Sigma4) Conference on Transformers, Cables, Switchgear (ELECRAMA/ CBIP)",,,,,,,,,,,,
ALSO NEED TRAINING ON INNOVATION,,,,,,,,,,,,
1.A training on S/Y errection2. Training on RE work3. Training on Solar System4. Advance training on Management  for E7,,,,,,,,,,,,
#NAME?,,,,,,,,,,,,
Advance course of Project Management,,,,,,,,,,,,
1. NDT CERTIFICATION ON UT/ RT2. TRAINING ON CIVIL TESTING AND BUILDING MATERIALS,,,,,,,,,,,,
1)Commercial &Regulatory Aspects- New Proj2)Sustainability – for Better Tomorrow,,,,,,,,,,,,
1)Commercial &Regulatory Aspects- New Proj2)Sustainability – for Better Tomorrow,,,,,,,,,,,,
